ID;Categoria;Credito;Entrada;Prazo;Parcela;Administradora;Fundo;Taxa;Seguro;Pago;Disponibilidade;Link_Whats
9260;Imóvel;R$ 157.187,53;R$ 75.990,00;176;R$ 1.078,93;HS;-;R$ 2.245,54;R$ 104,44;R$ 13.973,60;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209260%29%20com%20Cr%C3%A9dito%20de%20R%24%20157.187%2C53%20e%20Entrada%20de%20R%24%2075.990%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9003;Imóvel;R$ 156.784,39;R$ 75.700,00;184;R$ 1.060,05;HS;-;R$ 2.239,78;R$ 107,28;R$ 8.071,31;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209003%29%20com%20Cr%C3%A9dito%20de%20R%24%20156.784%2C39%20e%20Entrada%20de%20R%24%2075.700%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9292;Imóvel;R$ 155.093,60;R$ 75.297,00;180;R$ 1.063,19;HS;-;R$ 2.215,62;R$ 105,26;R$ 10.733,55;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209292%29%20com%20Cr%C3%A9dito%20de%20R%24%20155.093%2C60%20e%20Entrada%20de%20R%24%2075.297%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9356;Imóvel;R$ 152.840,41;R$ 74.892,00;84;R$ 1.671,51;HS;-;R$ 2.183,43;R$ 77,22;R$ 52.688,16;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209356%29%20com%20Cr%C3%A9dito%20de%20R%24%20152.840%2C41%20e%20Entrada%20de%20R%24%2074.892%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9389;Imóvel;R$ 152.628,98;R$ 75.169,00;129;R$ 1.381,73;HS;-;R$ 2.180,41;R$ 98,03;R$ 6.984,55;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209389%29%20com%20Cr%C3%A9dito%20de%20R%24%20152.628%2C98%20e%20Entrada%20de%20R%24%2075.169%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8058;Imóvel;R$ 151.908,84;R$ 73.300,00;84;R$ 1.495,38;HS;-;R$ 2.170,13;R$ 69,09;R$ 50.419,98;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208058%29%20com%20Cr%C3%A9dito%20de%20R%24%20151.908%2C84%20e%20Entrada%20de%20R%24%2073.300%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9288;Imóvel;R$ 151.854,47;R$ 74.051,00;175;R$ 1.081,33;HS;-;R$ 2.169,35;R$ 104,08;R$ 10.942,92;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209288%29%20com%20Cr%C3%A9dito%20de%20R%24%20151.854%2C47%20e%20Entrada%20de%20R%24%2074.051%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9354;Imóvel;R$ 151.819,21;R$ 73.344,00;129;R$ 1.271,89;HS;-;R$ 2.168,85;R$ 90,24;R$ 31.027,43;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209354%29%20com%20Cr%C3%A9dito%20de%20R%24%20151.819%2C21%20e%20Entrada%20de%20R%24%2073.344%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9421;Imóvel;R$ 151.251,70;R$ 74.394,00;103;R$ 1.416,74;HS;-;R$ 2.160,74;R$ 80,26;R$ 32.393,39;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209421%29%20com%20Cr%C3%A9dito%20de%20R%24%20151.251%2C70%20e%20Entrada%20de%20R%24%2074.394%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8007;Imóvel;R$ 150.005,17;R$ 73.000,00;128;R$ 1.284,25;HS;-;R$ 2.142,93;R$ 90,41;R$ 14.282,52;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208007%29%20com%20Cr%C3%A9dito%20de%20R%24%20150.005%2C17%20e%20Entrada%20de%20R%24%2073.000%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9298;Imóvel;R$ 149.756,74;R$ 72.254,00;146;R$ 1.193,60;HS;-;R$ 2.139,38;R$ 95,85;R$ 17.545,30;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209298%29%20com%20Cr%C3%A9dito%20de%20R%24%20149.756%2C74%20e%20Entrada%20de%20R%24%2072.254%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9054;Imóvel;R$ 149.735,37;R$ 72.630,00;136;R$ 1.217,83;HS;-;R$ 2.139,08;R$ 91,09;R$ 26.620,89;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209054%29%20com%20Cr%C3%A9dito%20de%20R%24%20149.735%2C37%20e%20Entrada%20de%20R%24%2072.630%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8098;Veículo;R$ 149.002,84;R$ 73.400,00;110;R$ 1.533,31;HS;-;R$ 2.128,61;R$ 148,42;R$ 2.268,90;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%208098%29%20com%20Cr%C3%A9dito%20de%20R%24%20149.002%2C84%20e%20Entrada%20de%20R%24%2073.400%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9085;Veículo;R$ 148.955,93;R$ 71.980,00;96;R$ 1.806,55;HS;-;R$ 2.127,94;R$ 152,62;R$ 7.015,62;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209085%29%20com%20Cr%C3%A9dito%20de%20R%24%20148.955%2C93%20e%20Entrada%20de%20R%24%2071.980%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9428;Imóvel;R$ 147.765,61;R$ 72.066,00;114;R$ 1.316,49;HS;-;R$ 2.110,94;R$ 82,54;R$ 37.145,79;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209428%29%20com%20Cr%C3%A9dito%20de%20R%24%20147.765%2C61%20e%20Entrada%20de%20R%24%2072.066%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8043;Imóvel;R$ 147.071,66;R$ 71.270,00;189;R$ 950,73;HS;-;R$ 2.101,02;R$ 98,83;R$ 3.618,96;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208043%29%20com%20Cr%C3%A9dito%20de%20R%24%20147.071%2C66%20e%20Entrada%20de%20R%24%2071.270%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9138;Imóvel;R$ 146.960,37;R$ 70.880,00;191;R$ 973,75;HS;-;R$ 2.099,43;R$ 102,29;R$ 3.690,09;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209138%29%20com%20Cr%C3%A9dito%20de%20R%24%20146.960%2C37%20e%20Entrada%20de%20R%24%2070.880%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9134;Imóvel;R$ 146.956,57;R$ 70.890,00;189;R$ 977,53;HS;-;R$ 2.099,38;R$ 101,61;R$ 4.919,93;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209134%29%20com%20Cr%C3%A9dito%20de%20R%24%20146.956%2C57%20e%20Entrada%20de%20R%24%2070.890%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9257;Veículo;R$ 146.771,64;R$ 71.920,00;104;R$ 1.594,80;HS;-;R$ 2.096,74;R$ 145,96;R$ 13.597,02;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209257%29%20com%20Cr%C3%A9dito%20de%20R%24%20146.771%2C64%20e%20Entrada%20de%20R%24%2071.920%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9399;Imóvel;R$ 146.143,52;R$ 71.610,00;121;R$ 1.177,52;HS;-;R$ 2.087,76;R$ 78,36;R$ 33.138,37;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209399%29%20com%20Cr%C3%A9dito%20de%20R%24%20146.143%2C52%20e%20Entrada%20de%20R%24%2071.610%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
7058;Imóvel;R$ 145.556,78;R$ 69.100,00;189;R$ 949,30;HS;-;R$ 2.079,38;R$ 98,68;R$ 1.845,01;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%207058%29%20com%20Cr%C3%A9dito%20de%20R%24%20145.556%2C78%20e%20Entrada%20de%20R%24%2069.100%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8000;Imóvel;R$ 145.535,95;R$ 69.200,00;189;R$ 952,45;HS;-;R$ 2.079,09;R$ 99,01;R$ 1.230,00;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208000%29%20com%20Cr%C3%A9dito%20de%20R%24%20145.535%2C95%20e%20Entrada%20de%20R%24%2069.200%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9032;Veículo;R$ 144.906,01;R$ 69.960,00;78;R$ 1.896,82;HS;-;R$ 2.070,09;R$ 130,20;R$ 25.916,23;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209032%29%20com%20Cr%C3%A9dito%20de%20R%24%20144.906%2C01%20e%20Entrada%20de%20R%24%2069.960%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9469;Imóvel;R$ 144.685,53;R$ 71.314,00;112;R$ 1.418,94;HS;-;R$ 2.066,94;R$ 87,41;R$ 16.795,02;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209469%29%20com%20Cr%C3%A9dito%20de%20R%24%20144.685%2C53%20e%20Entrada%20de%20R%24%2071.314%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9449;Veículo;R$ 144.660,25;R$ 70.883,00;79;R$ 1.757,67;HS;-;R$ 2.066,58;R$ 122,19;R$ 35.519,56;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209449%29%20com%20Cr%C3%A9dito%20de%20R%24%20144.660%2C25%20e%20Entrada%20de%20R%24%2070.883%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9191;Imóvel;R$ 143.681,43;R$ 69.470,00;114;R$ 1.313,67;HS;-;R$ 2.052,59;R$ 82,37;R$ 33.605,78;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209191%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.681%2C43%20e%20Entrada%20de%20R%24%2069.470%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9195;Imóvel;R$ 143.560,92;R$ 70.266,00;103;R$ 1.338,09;HS;-;R$ 2.050,87;R$ 75,80;R$ 30.904,74;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209195%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.560%2C92%20e%20Entrada%20de%20R%24%2070.266%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
3897;Imóvel;R$ 143.497,99;R$ 67.900,00;43;R$ 3.537,78;HS;-;R$ 2.049,97;R$ 83,67;R$ 27.908,91;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%203897%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.497%2C99%20e%20Entrada%20de%20R%24%2067.900%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9322;Veículo;R$ 143.425,30;R$ 75.289,00;77;R$ 1.765,25;HS;-;R$ 2.048,93;R$ 119,61;R$ 33.634,53;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209322%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.425%2C30%20e%20Entrada%20de%20R%24%2075.289%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9291;Imóvel;R$ 143.318,60;R$ 69.070,00;187;R$ 981,38;HS;-;R$ 2.047,41;R$ 100,93;R$ 2.460,00;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209291%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.318%2C60%20e%20Entrada%20de%20R%24%2069.070%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9106;Imóvel;R$ 143.198,59;R$ 69.070,00;187;R$ 961,75;HS;-;R$ 2.045,69;R$ 98,92;R$ 6.149,92;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209106%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.198%2C59%20e%20Entrada%20de%20R%24%2069.070%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9004;Imóvel;R$ 143.088,28;R$ 69.100,00;194;R$ 951,05;HS;-;R$ 2.044,12;R$ 101,48;R$ 2.461,57;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209004%29%20com%20Cr%C3%A9dito%20de%20R%24%20143.088%2C28%20e%20Entrada%20de%20R%24%2069.100%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9229;Imóvel;R$ 141.887,17;R$ 70.030,00;102;R$ 1.341,57;HS;-;R$ 2.026,96;R$ 75,26;R$ 31.052,95;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209229%29%20com%20Cr%C3%A9dito%20de%20R%24%20141.887%2C17%20e%20Entrada%20de%20R%24%2070.030%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9334;Imóvel;R$ 140.960,00;R$ 69.070,00;197;R$ 945,91;HS;-;R$ 2.013,71;R$ 102,49;R$ 615,00;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209334%29%20com%20Cr%C3%A9dito%20de%20R%24%20140.960%2C00%20e%20Entrada%20de%20R%24%2069.070%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9092;Imóvel;R$ 140.474,99;R$ 69.670,00;91;R$ 1.540,41;HS;-;R$ 2.006,79;R$ 77,10;R$ 30.040,52;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209092%29%20com%20Cr%C3%A9dito%20de%20R%24%20140.474%2C99%20e%20Entrada%20de%20R%24%2069.670%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9461;Veículo;R$ 140.415,57;R$ 68.508,00;82;R$ 1.880,36;HS;-;R$ 2.005,94;R$ 135,69;R$ 16.851,79;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209461%29%20com%20Cr%C3%A9dito%20de%20R%24%20140.415%2C57%20e%20Entrada%20de%20R%24%2068.508%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9123;Imóvel;R$ 137.523,21;R$ 67.060,00;73;R$ 1.600,32;HS;-;R$ 1.964,62;R$ 64,25;R$ 53.868,26;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209123%29%20com%20Cr%C3%A9dito%20de%20R%24%20137.523%2C21%20e%20Entrada%20de%20R%24%2067.060%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9266;Veículo;R$ 136.637,44;R$ 66.954,00;92;R$ 1.640,00;HS;-;R$ 1.951,96;R$ 132,77;R$ 16.312,72;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209266%29%20com%20Cr%C3%A9dito%20de%20R%24%20136.637%2C44%20e%20Entrada%20de%20R%24%2066.954%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9336;Imóvel;R$ 136.606,91;R$ 66.927,00;151;R$ 1.015,70;HS;-;R$ 1.951,53;R$ 84,35;R$ 11.608,95;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209336%29%20com%20Cr%C3%A9dito%20de%20R%24%20136.606%2C91%20e%20Entrada%20de%20R%24%2066.927%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8055;Imóvel;R$ 136.532,72;R$ 67.450,00;68;R$ 1.348,71;HS;-;R$ 1.950,47;R$ 50,44;R$ 61.485,45;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208055%29%20com%20Cr%C3%A9dito%20de%20R%24%20136.532%2C72%20e%20Entrada%20de%20R%24%2067.450%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9319;Imóvel;R$ 135.781,23;R$ 66.564,00;147;R$ 1.026,84;HS;-;R$ 1.939,73;R$ 83,02;R$ 11.890,23;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209319%29%20com%20Cr%C3%A9dito%20de%20R%24%20135.781%2C23%20e%20Entrada%20de%20R%24%2066.564%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
8096;Imóvel;R$ 135.665,47;R$ 66.450,00;137;R$ 919,18;HS;-;R$ 1.938,08;R$ 69,26;R$ 14.498,58;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%208096%29%20com%20Cr%C3%A9dito%20de%20R%24%20135.665%2C47%20e%20Entrada%20de%20R%24%2066.450%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9423;Imóvel;R$ 134.023,34;R$ 65.364,00;114;R$ 1.331,10;HS;-;R$ 1.914,62;R$ 83,46;R$ 22.944,25;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209423%29%20com%20Cr%C3%A9dito%20de%20R%24%20134.023%2C34%20e%20Entrada%20de%20R%24%2065.364%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9190;Veículo;R$ 133.474,71;R$ 64.780,00;71;R$ 2.315,83;HS;-;R$ 1.906,78;R$ 144,69;R$ 3.317,49;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209190%29%20com%20Cr%C3%A9dito%20de%20R%24%20133.474%2C71%20e%20Entrada%20de%20R%24%2064.780%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9369;Veículo;R$ 132.000,32;R$ 64.680,00;67;R$ 1.985,18;HS;-;R$ 1.885,72;R$ 117,05;R$ 27.314,40;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209369%29%20com%20Cr%C3%A9dito%20de%20R%24%20132.000%2C32%20e%20Entrada%20de%20R%24%2064.680%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9005;Imóvel;R$ 131.762,06;R$ 63.610,00;128;R$ 1.099,16;HS;-;R$ 1.882,32;R$ 77,38;R$ 28.041,02;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209005%29%20com%20Cr%C3%A9dito%20de%20R%24%20131.762%2C06%20e%20Entrada%20de%20R%24%2063.610%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9405;Veículo;R$ 131.147,03;R$ 64.262,00;73;R$ 1.693,08;HS;-;R$ 1.873,53;R$ 108,76;R$ 27.127,05;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209405%29%20com%20Cr%C3%A9dito%20de%20R%24%20131.147%2C03%20e%20Entrada%20de%20R%24%2064.262%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9159;Imóvel;R$ 130.265,46;R$ 63.720,00;133;R$ 1.007,38;HS;-;R$ 1.860,94;R$ 73,69;R$ 23.274,42;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209159%29%20com%20Cr%C3%A9dito%20de%20R%24%20130.265%2C46%20e%20Entrada%20de%20R%24%2063.720%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9310;Imóvel;R$ 126.021,95;R$ 60.790,00;151;R$ 978,10;HS;-;R$ 1.800,31;R$ 81,23;R$ 13.498,89;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209310%29%20com%20Cr%C3%A9dito%20de%20R%24%20126.021%2C95%20e%20Entrada%20de%20R%24%2060.790%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9458;Veículo;R$ 124.700,02;R$ 60.840,00;85;R$ 1.710,40;HS;-;R$ 1.781,43;R$ 127,94;R$ 6.761,44;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Ve%C3%ADculo%20%28ID%3A%209458%29%20com%20Cr%C3%A9dito%20de%20R%24%20124.700%2C02%20e%20Entrada%20de%20R%24%2060.840%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9238;Imóvel;R$ 120.081,44;R$ 58.840,00;171;R$ 836,69;HS;-;R$ 1.715,45;R$ 78,69;R$ 3.706,08;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209238%29%20com%20Cr%C3%A9dito%20de%20R%24%20120.081%2C44%20e%20Entrada%20de%20R%24%2058.840%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9101;Imóvel;R$ 119.926,09;R$ 58.630,00;167;R$ 848,29;HS;-;R$ 1.713,23;R$ 77,92;R$ 5.087,52;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209101%29%20com%20Cr%C3%A9dito%20de%20R%24%20119.926%2C09%20e%20Entrada%20de%20R%24%2058.630%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9326;Imóvel;R$ 119.709,94;R$ 58.996,00;132;R$ 877,38;HS;-;R$ 1.710,14;R$ 63,70;R$ 20.838,93;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209326%29%20com%20Cr%C3%A9dito%20de%20R%24%20119.709%2C94%20e%20Entrada%20de%20R%24%2058.996%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9181;Imóvel;R$ 119.332,26;R$ 57.695,00;143;R$ 1.008,50;HS;-;R$ 1.704,75;R$ 79,32;R$ 11.519,94;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209181%29%20com%20Cr%C3%A9dito%20de%20R%24%20119.332%2C26%20e%20Entrada%20de%20R%24%2057.695%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9364;Imóvel;R$ 119.161,24;R$ 58.620,00;124;R$ 1.109,04;HS;-;R$ 1.702,30;R$ 75,64;R$ 7.190,32;Disponível;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209364%29%20com%20Cr%C3%A9dito%20de%20R%24%20119.161%2C24%20e%20Entrada%20de%20R%24%2058.620%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
9059;Imóvel;R$ 118.076,39;R$ 57.890,00;133;R$ 910,60;HS;-;R$ 1.686,81;R$ 66,61;R$ 18.109,48;Reservada;https://wa.me/5517996482578?text=Ol%C3%A1%20Martins%21%20Vi%20no%20site%20a%20carta%20de%20Im%C3%B3vel%20%28ID%3A%209059%29%20com%20Cr%C3%A9dito%20de%20R%24%20118.076%2C39%20e%20Entrada%20de%20R%24%2057.890%2C00.%20Ainda%20est%C3%A1%20dispon%C3%ADvel%3F
